k,alpha,species,applied-region,Successes,Failures,NonDecisions,Total,DecisionAccuracy,OverallAccuracy
10 , 0.900 , Sheep , 23-5 , 0 , 104 , 0 , 104 , 0.000 , 0.000
10 , 0.900 , Chicken , 16-23 , 0 , 40 , 0 , 40 , 0.000 , 0.000
10 , 0.900 , Chicken , 23-5 , 0 , 42 , 0 , 42 , 0.000 , 0.000
10 , 0.900 , Opossum , 16-23 , 0 , 6 , 0 , 6 , 0.000 , 0.000
10 , 0.900 , Opossum , 23-5 , 0 , 6 , 0 , 6 , 0.000 , 0.000
10 , 0.900 , OVERALL , 16-23 , 66 , 5387 , 0 , 5453 , 0.012 , 0.012
10 , 0.900 , OVERALL , 23-5 , 52 , 6120 , 0 , 6172 , 0.008 , 0.008
10 , 0.950 , Cw and Dg , 16-23 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.950 , Cw and Dg , 23-5 , 5 , 25 , 0 , 30 , 0.167 , 0.167
10 , 0.950 , Sea Lion , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.950 , Sea Lion , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.950 , Cliff Sparrow , 16-23 , 0 , 28 , 0 , 28 , 0.000 , 0.000
10 , 0.950 , Cliff Sparrow , 23-5 , 0 , 29 , 0 , 29 , 0.000 , 0.000
10 , 0.950 , Great Horned Owl , 16-23 , 0 , 3 , 0 , 3 , 0.000 , 0.000
10 , 0.950 , Great Horned Owl , 23-5 , 0 , 8 , 0 , 8 , 0.000 , 0.000
10 , 0.950 , unknown , 16-23 , 0 , 11 , 0 , 11 , 0.000 , 0.000
10 , 0.950 , unknown , 23-5 , 0 , 11 , 0 , 11 , 0.000 , 0.000
10 , 0.950 , White Crowned Sparrow , 16-23 , 0 , 15 , 0 , 15 , 0.000 , 0.000
10 , 0.950 , White Crowned Sparrow , 23-5 , 0 , 15 , 0 , 15 , 0.000 , 0.000
10 , 0.950 , Common Loon , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.950 , Common Loon , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.950 , Cw , 16-23 , 12 , 18 , 0 , 30 , 0.400 , 0.400
10 , 0.950 , Cw , 23-5 , 17 , 14 , 0 , 31 , 0.548 , 0.548
10 , 0.950 , Red Tailed Hawk , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.950 , Red Tailed Hawk , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.950 , Horse , 16-23 , 0 , 46 , 0 , 46 , 0.000 , 0.000
10 , 0.950 , Horse , 23-5 , 0 , 87 , 0 , 87 , 0.000 , 0.000
10 , 0.950 , Seagull , 16-23 , 0 , 0 , 0 , 0 , NaN , NaN
10 , 0.950 , Seagull , 23-5 , 0 , 92 , 0 , 92 , 0.000 , 0.000
10 , 0.950 , Dog , 16-23 , 1 , 141 , 0 , 142 , 0.007 , 0.007
10 , 0.950 , Dog , 23-5 , 4 , 209 , 0 , 213 , 0.019 , 0.019
10 , 0.950 , Human , 16-23 , 2 , 2076 , 0 , 2078 , 0.001 , 0.001
10 , 0.950 , Human , 23-5 , 4 , 2477 , 0 , 2481 , 0.002 , 0.002
10 , 0.950 , Hu and Cw , 16-23 , 13 , 17 , 0 , 30 , 0.433 , 0.433
10 , 0.950 , Hu and Cw , 23-5 , 6 , 24 , 0 , 30 , 0.200 , 0.200
10 , 0.950 , Dg , 16-23 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.950 , Dg , 23-5 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.950 , Human UTI , 16-23 , 0 , 139 , 0 , 139 , 0.000 , 0.000
10 , 0.950 , Human UTI , 23-5 , 0 , 141 , 0 , 141 , 0.000 , 0.000
10 , 0.950 , Pig/Swine , 16-23 , 0 , 27 , 0 , 27 , 0.000 , 0.000
10 , 0.950 , Pig/Swine , 23-5 , 0 , 25 , 0 , 25 , 0.000 , 0.000
10 , 0.950 , Red-Winged Blackbird , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.950 , Red-Winged Blackbird , 23-5 , 0 , 3 , 0 , 3 , 0.000 , 0.000
10 , 0.950 , Racoon , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.950 , Racoon , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.950 , Wild Pig , 16-23 , 1 , 16 , 0 , 17 , 0.059 , 0.059
10 , 0.950 , Wild Pig , 23-5 , 0 , 12 , 0 , 12 , 0.000 , 0.000
10 , 0.950 , Cow , 16-23 , 4 , 1863 , 0 , 1867 , 0.002 , 0.002
10 , 0.950 , Cow , 23-5 , 6 , 1908 , 0 , 1914 , 0.003 , 0.003
10 , 0.950 , Hu , 16-23 , 9 , 21 , 0 , 30 , 0.300 , 0.300
10 , 0.950 , Hu , 23-5 , 0 , 32 , 0 , 32 , 0.000 , 0.000
10 , 0.950 , Hu Cw and Dg , 16-23 , 9 , 21 , 0 , 30 , 0.300 , 0.300
10 , 0.950 , Hu Cw and Dg , 23-5 , 8 , 22 , 0 , 30 , 0.267 , 0.267
10 , 0.950 , Hu and Dg , 16-23 , 12 , 21 , 0 , 33 , 0.364 , 0.364
10 , 0.950 , Hu and Dg , 23-5 , 1 , 32 , 0 , 33 , 0.030 , 0.030
10 , 0.950 , Pigeon , 16-23 , 0 , 285 , 0 , 285 , 0.000 , 0.000
10 , 0.950 , Pigeon , 23-5 , 0 , 354 , 0 , 354 , 0.000 , 0.000
10 , 0.950 , Deer , 16-23 , 0 , 22 , 0 , 22 , 0.000 , 0.000
10 , 0.950 , Deer , 23-5 , 0 , 22 , 0 , 22 , 0.000 , 0.000
10 , 0.950 , Pig , 16-23 , 3 , 34 , 0 , 37 , 0.081 , 0.081
10 , 0.950 , Pig , 23-5 , 1 , 33 , 0 , 34 , 0.029 , 0.029
10 , 0.950 , Bat , 16-23 , 0 , 37 , 0 , 37 , 0.000 , 0.000
10 , 0.950 , Bat , 23-5 , 0 , 38 , 0 , 38 , 0.000 , 0.000
10 , 0.950 , Ground Squirrel , 16-23 , 0 , 202 , 0 , 202 , 0.000 , 0.000
10 , 0.950 , Ground Squirrel , 23-5 , 0 , 199 , 0 , 199 , 0.000 , 0.000
10 , 0.950 , Wild Turkey , 16-23 , 0 , 46 , 0 , 46 , 0.000 , 0.000
10 , 0.950 , Wild Turkey , 23-5 , 0 , 39 , 0 , 39 , 0.000 , 0.000
10 , 0.950 , Turkey Vulture , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.950 , Turkey Vulture , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.950 , Cat , 16-23 , 0 , 68 , 0 , 68 , 0.000 , 0.000
10 , 0.950 , Cat , 23-5 , 0 , 67 , 0 , 67 , 0.000 , 0.000
10 , 0.950 , Sheep , 16-23 , 0 , 112 , 0 , 112 , 0.000 , 0.000
10 , 0.950 , Sheep , 23-5 , 0 , 104 , 0 , 104 , 0.000 , 0.000
10 , 0.950 , Chicken , 16-23 , 0 , 40 , 0 , 40 , 0.000 , 0.000
10 , 0.950 , Chicken , 23-5 , 0 , 42 , 0 , 42 , 0.000 , 0.000
10 , 0.950 , Opossum , 16-23 , 0 , 6 , 0 , 6 , 0.000 , 0.000
10 , 0.950 , Opossum , 23-5 , 0 , 6 , 0 , 6 , 0.000 , 0.000
10 , 0.950 , OVERALL , 16-23 , 66 , 5387 , 0 , 5453 , 0.012 , 0.012
10 , 0.950 , OVERALL , 23-5 , 52 , 6120 , 0 , 6172 , 0.008 , 0.008
10 , 0.960 , Cw and Dg , 16-23 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.960 , Cw and Dg , 23-5 , 5 , 25 , 0 , 30 , 0.167 , 0.167
10 , 0.960 , Sea Lion , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.960 , Sea Lion , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.960 , Cliff Sparrow , 16-23 , 0 , 28 , 0 , 28 , 0.000 , 0.000
10 , 0.960 , Cliff Sparrow , 23-5 , 0 , 29 , 0 , 29 , 0.000 , 0.000
10 , 0.960 , Great Horned Owl , 16-23 , 0 , 3 , 0 , 3 , 0.000 , 0.000
10 , 0.960 , Great Horned Owl , 23-5 , 0 , 8 , 0 , 8 , 0.000 , 0.000
10 , 0.960 , unknown , 16-23 , 0 , 11 , 0 , 11 , 0.000 , 0.000
10 , 0.960 , unknown , 23-5 , 0 , 11 , 0 , 11 , 0.000 , 0.000
10 , 0.960 , White Crowned Sparrow , 16-23 , 0 , 15 , 0 , 15 , 0.000 , 0.000
10 , 0.960 , White Crowned Sparrow , 23-5 , 0 , 15 , 0 , 15 , 0.000 , 0.000
10 , 0.960 , Common Loon , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.960 , Common Loon , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.960 , Cw , 16-23 , 12 , 18 , 0 , 30 , 0.400 , 0.400
10 , 0.960 , Cw , 23-5 , 17 , 14 , 0 , 31 , 0.548 , 0.548
10 , 0.960 , Red Tailed Hawk , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.960 , Red Tailed Hawk , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.960 , Horse , 16-23 , 0 , 46 , 0 , 46 , 0.000 , 0.000
10 , 0.960 , Horse , 23-5 , 0 , 87 , 0 , 87 , 0.000 , 0.000
10 , 0.960 , Seagull , 16-23 , 0 , 0 , 0 , 0 , NaN , NaN
10 , 0.960 , Seagull , 23-5 , 0 , 92 , 0 , 92 , 0.000 , 0.000
10 , 0.960 , Dog , 16-23 , 1 , 141 , 0 , 142 , 0.007 , 0.007
10 , 0.960 , Dog , 23-5 , 4 , 209 , 0 , 213 , 0.019 , 0.019
10 , 0.960 , Human , 16-23 , 2 , 2076 , 0 , 2078 , 0.001 , 0.001
10 , 0.960 , Human , 23-5 , 4 , 2477 , 0 , 2481 , 0.002 , 0.002
10 , 0.960 , Hu and Cw , 16-23 , 13 , 17 , 0 , 30 , 0.433 , 0.433
10 , 0.960 , Hu and Cw , 23-5 , 6 , 24 , 0 , 30 , 0.200 , 0.200
10 , 0.960 , Dg , 16-23 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.960 , Dg , 23-5 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.960 , Human UTI , 16-23 , 0 , 139 , 0 , 139 , 0.000 , 0.000
10 , 0.960 , Human UTI , 23-5 , 0 , 141 , 0 , 141 , 0.000 , 0.000
10 , 0.960 , Pig/Swine , 16-23 , 0 , 27 , 0 , 27 , 0.000 , 0.000
10 , 0.960 , Pig/Swine , 23-5 , 0 , 25 , 0 , 25 , 0.000 , 0.000
10 , 0.960 , Red-Winged Blackbird , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.960 , Red-Winged Blackbird , 23-5 , 0 , 3 , 0 , 3 , 0.000 , 0.000
10 , 0.960 , Racoon , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.960 , Racoon , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.960 , Wild Pig , 16-23 , 1 , 16 , 0 , 17 , 0.059 , 0.059
10 , 0.960 , Wild Pig , 23-5 , 0 , 12 , 0 , 12 , 0.000 , 0.000
10 , 0.960 , Cow , 16-23 , 4 , 1863 , 0 , 1867 , 0.002 , 0.002
10 , 0.960 , Cow , 23-5 , 6 , 1908 , 0 , 1914 , 0.003 , 0.003
10 , 0.960 , Hu , 16-23 , 9 , 21 , 0 , 30 , 0.300 , 0.300
10 , 0.960 , Hu , 23-5 , 0 , 32 , 0 , 32 , 0.000 , 0.000
10 , 0.960 , Hu Cw and Dg , 16-23 , 9 , 21 , 0 , 30 , 0.300 , 0.300
10 , 0.960 , Hu Cw and Dg , 23-5 , 8 , 22 , 0 , 30 , 0.267 , 0.267
10 , 0.960 , Hu and Dg , 16-23 , 12 , 21 , 0 , 33 , 0.364 , 0.364
10 , 0.960 , Hu and Dg , 23-5 , 1 , 32 , 0 , 33 , 0.030 , 0.030
10 , 0.960 , Pigeon , 16-23 , 0 , 285 , 0 , 285 , 0.000 , 0.000
10 , 0.960 , Pigeon , 23-5 , 0 , 354 , 0 , 354 , 0.000 , 0.000
10 , 0.960 , Deer , 16-23 , 0 , 22 , 0 , 22 , 0.000 , 0.000
10 , 0.960 , Deer , 23-5 , 0 , 22 , 0 , 22 , 0.000 , 0.000
10 , 0.960 , Pig , 16-23 , 3 , 34 , 0 , 37 , 0.081 , 0.081
10 , 0.960 , Pig , 23-5 , 1 , 33 , 0 , 34 , 0.029 , 0.029
10 , 0.960 , Bat , 16-23 , 0 , 37 , 0 , 37 , 0.000 , 0.000
10 , 0.960 , Bat , 23-5 , 0 , 38 , 0 , 38 , 0.000 , 0.000
10 , 0.960 , Ground Squirrel , 16-23 , 0 , 202 , 0 , 202 , 0.000 , 0.000
10 , 0.960 , Ground Squirrel , 23-5 , 0 , 199 , 0 , 199 , 0.000 , 0.000
10 , 0.960 , Wild Turkey , 16-23 , 0 , 46 , 0 , 46 , 0.000 , 0.000
10 , 0.960 , Wild Turkey , 23-5 , 0 , 39 , 0 , 39 , 0.000 , 0.000
10 , 0.960 , Turkey Vulture , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.960 , Turkey Vulture , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.960 , Cat , 16-23 , 0 , 68 , 0 , 68 , 0.000 , 0.000
10 , 0.960 , Cat , 23-5 , 0 , 67 , 0 , 67 , 0.000 , 0.000
10 , 0.960 , Sheep , 16-23 , 0 , 112 , 0 , 112 , 0.000 , 0.000
10 , 0.960 , Sheep , 23-5 , 0 , 104 , 0 , 104 , 0.000 , 0.000
10 , 0.960 , Chicken , 16-23 , 0 , 40 , 0 , 40 , 0.000 , 0.000
10 , 0.960 , Chicken , 23-5 , 0 , 42 , 0 , 42 , 0.000 , 0.000
10 , 0.960 , Opossum , 16-23 , 0 , 6 , 0 , 6 , 0.000 , 0.000
10 , 0.960 , Opossum , 23-5 , 0 , 6 , 0 , 6 , 0.000 , 0.000
10 , 0.960 , OVERALL , 16-23 , 66 , 5387 , 0 , 5453 , 0.012 , 0.012
10 , 0.960 , OVERALL , 23-5 , 52 , 6120 , 0 , 6172 , 0.008 , 0.008
10 , 0.970 , Cw and Dg , 16-23 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.970 , Cw and Dg , 23-5 , 5 , 25 , 0 , 30 , 0.167 , 0.167
10 , 0.970 , Sea Lion , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.970 , Sea Lion , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.970 , Cliff Sparrow , 16-23 , 0 , 28 , 0 , 28 , 0.000 , 0.000
10 , 0.970 , Cliff Sparrow , 23-5 , 0 , 29 , 0 , 29 , 0.000 , 0.000
10 , 0.970 , Great Horned Owl , 16-23 , 0 , 3 , 0 , 3 , 0.000 , 0.000
10 , 0.970 , Great Horned Owl , 23-5 , 0 , 8 , 0 , 8 , 0.000 , 0.000
10 , 0.970 , unknown , 16-23 , 0 , 11 , 0 , 11 , 0.000 , 0.000
10 , 0.970 , unknown , 23-5 , 0 , 11 , 0 , 11 , 0.000 , 0.000
10 , 0.970 , White Crowned Sparrow , 16-23 , 0 , 15 , 0 , 15 , 0.000 , 0.000
10 , 0.970 , White Crowned Sparrow , 23-5 , 0 , 15 , 0 , 15 , 0.000 , 0.000
10 , 0.970 , Common Loon , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.970 , Common Loon , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.970 , Cw , 16-23 , 12 , 18 , 0 , 30 , 0.400 , 0.400
10 , 0.970 , Cw , 23-5 , 17 , 14 , 0 , 31 , 0.548 , 0.548
10 , 0.970 , Red Tailed Hawk , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.970 , Red Tailed Hawk , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.970 , Horse , 16-23 , 0 , 46 , 0 , 46 , 0.000 , 0.000
10 , 0.970 , Horse , 23-5 , 0 , 87 , 0 , 87 , 0.000 , 0.000
10 , 0.970 , Seagull , 16-23 , 0 , 0 , 0 , 0 , NaN , NaN
10 , 0.970 , Seagull , 23-5 , 0 , 92 , 0 , 92 , 0.000 , 0.000
10 , 0.970 , Dog , 16-23 , 1 , 141 , 0 , 142 , 0.007 , 0.007
10 , 0.970 , Dog , 23-5 , 4 , 209 , 0 , 213 , 0.019 , 0.019
10 , 0.970 , Human , 16-23 , 2 , 2076 , 0 , 2078 , 0.001 , 0.001
10 , 0.970 , Human , 23-5 , 4 , 2477 , 0 , 2481 , 0.002 , 0.002
10 , 0.970 , Hu and Cw , 16-23 , 13 , 17 , 0 , 30 , 0.433 , 0.433
10 , 0.970 , Hu and Cw , 23-5 , 6 , 24 , 0 , 30 , 0.200 , 0.200
10 , 0.970 , Dg , 16-23 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.970 , Dg , 23-5 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.970 , Human UTI , 16-23 , 0 , 139 , 0 , 139 , 0.000 , 0.000
10 , 0.970 , Human UTI , 23-5 , 0 , 141 , 0 , 141 , 0.000 , 0.000
10 , 0.970 , Pig/Swine , 16-23 , 0 , 27 , 0 , 27 , 0.000 , 0.000
10 , 0.970 , Pig/Swine , 23-5 , 0 , 25 , 0 , 25 , 0.000 , 0.000
10 , 0.970 , Red-Winged Blackbird , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.970 , Red-Winged Blackbird , 23-5 , 0 , 3 , 0 , 3 , 0.000 , 0.000
10 , 0.970 , Racoon , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.970 , Racoon , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.970 , Wild Pig , 16-23 , 1 , 16 , 0 , 17 , 0.059 , 0.059
10 , 0.970 , Wild Pig , 23-5 , 0 , 12 , 0 , 12 , 0.000 , 0.000
10 , 0.970 , Cow , 16-23 , 4 , 1863 , 0 , 1867 , 0.002 , 0.002
10 , 0.970 , Cow , 23-5 , 6 , 1908 , 0 , 1914 , 0.003 , 0.003
10 , 0.970 , Hu , 16-23 , 9 , 21 , 0 , 30 , 0.300 , 0.300
10 , 0.970 , Hu , 23-5 , 0 , 32 , 0 , 32 , 0.000 , 0.000
10 , 0.970 , Hu Cw and Dg , 16-23 , 9 , 21 , 0 , 30 , 0.300 , 0.300
10 , 0.970 , Hu Cw and Dg , 23-5 , 8 , 22 , 0 , 30 , 0.267 , 0.267
10 , 0.970 , Hu and Dg , 16-23 , 12 , 21 , 0 , 33 , 0.364 , 0.364
10 , 0.970 , Hu and Dg , 23-5 , 1 , 32 , 0 , 33 , 0.030 , 0.030
10 , 0.970 , Pigeon , 16-23 , 0 , 285 , 0 , 285 , 0.000 , 0.000
10 , 0.970 , Pigeon , 23-5 , 0 , 354 , 0 , 354 , 0.000 , 0.000
10 , 0.970 , Deer , 16-23 , 0 , 22 , 0 , 22 , 0.000 , 0.000
10 , 0.970 , Deer , 23-5 , 0 , 22 , 0 , 22 , 0.000 , 0.000
10 , 0.970 , Pig , 16-23 , 3 , 34 , 0 , 37 , 0.081 , 0.081
10 , 0.970 , Pig , 23-5 , 1 , 33 , 0 , 34 , 0.029 , 0.029
10 , 0.970 , Bat , 16-23 , 0 , 37 , 0 , 37 , 0.000 , 0.000
10 , 0.970 , Bat , 23-5 , 0 , 38 , 0 , 38 , 0.000 , 0.000
10 , 0.970 , Ground Squirrel , 16-23 , 0 , 202 , 0 , 202 , 0.000 , 0.000
10 , 0.970 , Ground Squirrel , 23-5 , 0 , 199 , 0 , 199 , 0.000 , 0.000
10 , 0.970 , Wild Turkey , 16-23 , 0 , 46 , 0 , 46 , 0.000 , 0.000
10 , 0.970 , Wild Turkey , 23-5 , 0 , 39 , 0 , 39 , 0.000 , 0.000
10 , 0.970 , Turkey Vulture , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.970 , Turkey Vulture , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.970 , Cat , 16-23 , 0 , 68 , 0 , 68 , 0.000 , 0.000
10 , 0.970 , Cat , 23-5 , 0 , 67 , 0 , 67 , 0.000 , 0.000
10 , 0.970 , Sheep , 16-23 , 0 , 112 , 0 , 112 , 0.000 , 0.000
10 , 0.970 , Sheep , 23-5 , 0 , 104 , 0 , 104 , 0.000 , 0.000
10 , 0.970 , Chicken , 16-23 , 0 , 40 , 0 , 40 , 0.000 , 0.000
10 , 0.970 , Chicken , 23-5 , 0 , 42 , 0 , 42 , 0.000 , 0.000
10 , 0.970 , Opossum , 16-23 , 0 , 6 , 0 , 6 , 0.000 , 0.000
10 , 0.970 , Opossum , 23-5 , 0 , 6 , 0 , 6 , 0.000 , 0.000
10 , 0.970 , OVERALL , 16-23 , 66 , 5387 , 0 , 5453 , 0.012 , 0.012
10 , 0.970 , OVERALL , 23-5 , 52 , 6120 , 0 , 6172 , 0.008 , 0.008
10 , 0.980 , Cw and Dg , 16-23 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.980 , Cw and Dg , 23-5 , 5 , 25 , 0 , 30 , 0.167 , 0.167
10 , 0.980 , Sea Lion , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.980 , Sea Lion , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.980 , Cliff Sparrow , 16-23 , 0 , 28 , 0 , 28 , 0.000 , 0.000
10 , 0.980 , Cliff Sparrow , 23-5 , 0 , 29 , 0 , 29 , 0.000 , 0.000
10 , 0.980 , Great Horned Owl , 16-23 , 0 , 3 , 0 , 3 , 0.000 , 0.000
10 , 0.980 , Great Horned Owl , 23-5 , 0 , 8 , 0 , 8 , 0.000 , 0.000
10 , 0.980 , unknown , 16-23 , 0 , 11 , 0 , 11 , 0.000 , 0.000
10 , 0.980 , unknown , 23-5 , 0 , 11 , 0 , 11 , 0.000 , 0.000
10 , 0.980 , White Crowned Sparrow , 16-23 , 0 , 15 , 0 , 15 , 0.000 , 0.000
10 , 0.980 , White Crowned Sparrow , 23-5 , 0 , 15 , 0 , 15 , 0.000 , 0.000
10 , 0.980 , Common Loon , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.980 , Common Loon , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.980 , Cw , 16-23 , 12 , 18 , 0 , 30 , 0.400 , 0.400
10 , 0.980 , Cw , 23-5 , 17 , 14 , 0 , 31 , 0.548 , 0.548
10 , 0.980 , Red Tailed Hawk , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.980 , Red Tailed Hawk , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.980 , Horse , 16-23 , 0 , 46 , 0 , 46 , 0.000 , 0.000
10 , 0.980 , Horse , 23-5 , 0 , 87 , 0 , 87 , 0.000 , 0.000
10 , 0.980 , Seagull , 16-23 , 0 , 0 , 0 , 0 , NaN , NaN
10 , 0.980 , Seagull , 23-5 , 0 , 92 , 0 , 92 , 0.000 , 0.000
10 , 0.980 , Dog , 16-23 , 1 , 141 , 0 , 142 , 0.007 , 0.007
10 , 0.980 , Dog , 23-5 , 4 , 209 , 0 , 213 , 0.019 , 0.019
10 , 0.980 , Human , 16-23 , 2 , 2076 , 0 , 2078 , 0.001 , 0.001
10 , 0.980 , Human , 23-5 , 4 , 2477 , 0 , 2481 , 0.002 , 0.002
10 , 0.980 , Hu and Cw , 16-23 , 12 , 18 , 0 , 30 , 0.400 , 0.400
10 , 0.980 , Hu and Cw , 23-5 , 6 , 24 , 0 , 30 , 0.200 , 0.200
10 , 0.980 , Dg , 16-23 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.980 , Dg , 23-5 , 0 , 30 , 0 , 30 , 0.000 , 0.000
10 , 0.980 , Human UTI , 16-23 , 0 , 139 , 0 , 139 , 0.000 , 0.000
10 , 0.980 , Human UTI , 23-5 , 0 , 141 , 0 , 141 , 0.000 , 0.000
10 , 0.980 , Pig/Swine , 16-23 , 0 , 27 , 0 , 27 , 0.000 , 0.000
10 , 0.980 , Pig/Swine , 23-5 , 0 , 25 , 0 , 25 , 0.000 , 0.000
10 , 0.980 , Red-Winged Blackbird , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.980 , Red-Winged Blackbird , 23-5 , 0 , 3 , 0 , 3 , 0.000 , 0.000
10 , 0.980 , Racoon , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.980 , Racoon , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.980 , Wild Pig , 16-23 , 1 , 16 , 0 , 17 , 0.059 , 0.059
10 , 0.980 , Wild Pig , 23-5 , 0 , 12 , 0 , 12 , 0.000 , 0.000
10 , 0.980 , Cow , 16-23 , 4 , 1863 , 0 , 1867 , 0.002 , 0.002
10 , 0.980 , Cow , 23-5 , 6 , 1908 , 0 , 1914 , 0.003 , 0.003
10 , 0.980 , Hu , 16-23 , 9 , 21 , 0 , 30 , 0.300 , 0.300
10 , 0.980 , Hu , 23-5 , 0 , 32 , 0 , 32 , 0.000 , 0.000
10 , 0.980 , Hu Cw and Dg , 16-23 , 9 , 21 , 0 , 30 , 0.300 , 0.300
10 , 0.980 , Hu Cw and Dg , 23-5 , 8 , 22 , 0 , 30 , 0.267 , 0.267
10 , 0.980 , Hu and Dg , 16-23 , 12 , 21 , 0 , 33 , 0.364 , 0.364
10 , 0.980 , Hu and Dg , 23-5 , 1 , 32 , 0 , 33 , 0.030 , 0.030
10 , 0.980 , Pigeon , 16-23 , 0 , 285 , 0 , 285 , 0.000 , 0.000
10 , 0.980 , Pigeon , 23-5 , 0 , 354 , 0 , 354 , 0.000 , 0.000
10 , 0.980 , Deer , 16-23 , 0 , 22 , 0 , 22 , 0.000 , 0.000
10 , 0.980 , Deer , 23-5 , 0 , 22 , 0 , 22 , 0.000 , 0.000
10 , 0.980 , Pig , 16-23 , 3 , 34 , 0 , 37 , 0.081 , 0.081
10 , 0.980 , Pig , 23-5 , 1 , 33 , 0 , 34 , 0.029 , 0.029
10 , 0.980 , Bat , 16-23 , 0 , 37 , 0 , 37 , 0.000 , 0.000
10 , 0.980 , Bat , 23-5 , 0 , 38 , 0 , 38 , 0.000 , 0.000
10 , 0.980 , Ground Squirrel , 16-23 , 0 , 202 , 0 , 202 , 0.000 , 0.000
10 , 0.980 , Ground Squirrel , 23-5 , 0 , 199 , 0 , 199 , 0.000 , 0.000
10 , 0.980 , Wild Turkey , 16-23 , 0 , 46 , 0 , 46 , 0.000 , 0.000
10 , 0.980 , Wild Turkey , 23-5 , 0 , 39 , 0 , 39 , 0.000 , 0.000
10 , 0.980 , Turkey Vulture , 16-23 , 0 , 2 , 0 , 2 , 0.000 , 0.000
10 , 0.980 , Turkey Vulture , 23-5 , 0 , 4 , 0 , 4 , 0.000 , 0.000
10 , 0.980 , Cat , 16-23 , 0 , 68 , 0 , 68 , 0.000 , 0.000
10 , 0.980 , Cat , 23-5 , 0 , 67 , 0 , 67 , 0.000 , 0.000
